,freq
"('구매', '밥')",2
"('엉망', '한번')",2
"('넣다', '한번')",2
"('채', '한번')",2
"('궁채', '두다')",2
"('아쉽다', '한번')",2
"('넣다', '싸다')",2
"('맛있다', '사서')",2
"('보고', '의사')",2
"('비닐', '한번')",2
"('사서', '통')",2
"('비닐', '엉망')",2
"('말다', '맛')",2
"('넣다', '엉망')",2
"('사서', '좋다')",2
"('구매', '의사')",2
"('담다', '주문')",2
"('장아찌', '제일')",2
"('궁채', '매콤')",2
"('구매', '깔끔하다')",2
"('먹다', '순삭')",2
"('개', '최고')",2
"('맛있다', '요건')",2
"('남다', '만들다')",2
"('빨갛다', '채다')",2
"('가미', '먹다')",2
"('개', '재')",2
"('만들다', '무치다')",2
"('빨갛다', '울리다')",2
"('굿굿', '먹다')",2
"('만들다', '후기')",2
"('울리다', '채다')",2
"('먹다', '통해')",2
"('맛있다', '울리다')",2
"('만족스럽다', '먹다')",2
"('내주다', '맛있다')",2
"('깨끗하다', '맛있다')",2
"('없다', '찾다')",2
"('맵다', '좋다')",2
"('라면', '먹다')",2
"('진짜', '최고')",2
"('궁채', '금방')",2
"('주문', '즐기다')",2
"('궁채', '양파')",2
"('완벽하다', '좋다')",2
"('알다', '좋다')",2
"('씹히다', '아주')",2
"('먹기', '좋다')",2
"('반', '주문')",2
"('거', '좋다')",2
"('씹다', '장아찌')",2
"('고기', '굽다')",2
"('구매', '삼은')",2
"('집', '통')",2
"('감칠맛', '나서다')",2
"('나오다', '짜다')",2
"('장아찌', '통해')",2
"('보고', '식감')",2
"('무', '초석')",2
"('꼼꼼하다', '빠르다')",2
"('달', '자다')",2
"('검색', '집')",2
"('까다롭다', '입맛')",2
"('나서다', '먹다')",2
"('아주', '재')",2
"('다양하다', '맛')",2
"('나서다', '좋다')",2
"('반찬', '진짜')",2
"('장아찌', '진짜')",2
"('딸', '좋다')",2
"('덜', '먹다')",2
"('빠르다', '장아찌')",2
"('두통', '먹다')",2
"('가격', '먹다')",2
"('맛', '주변')",2
"('구입', '중국산')",2
"('가격', '오도독')",2
"('보고', '보다')",2
"('보고', '한번')",2
"('짜지다', '한번')",2
"('맛', '오다')",2
"('고기', '한번')",2
"('고기', '빠지다')",2
"('살짝', '입맛')",2
"('먹다', '빠지다')",2
"('엄마', '짜지다')",2
"('짜다', '한식')",2
"('깔끔하다', '양')",2
"('맛있다', '보구')",2
"('만족스럽다', '부모님')",2
"('검색', '궁채')",2
"('가격', '구입')",2
"('가다', '맛있다')",2
"('개운하다', '진짜')",2
"('구매', '만')",2
"('김치', '집')",2
"('재', '집')",2
"('식감', '용기')",2
"('개운하다', '고기')",2
"('사다', '장아찌')",2
"('드리다', '좋아하다')",2
"('맛있다', '믿다')",2
"('맛있다', '한식')",2
"('드리다', '믿다')",2
"('구매', '식감')",2
"('개운하다', '자다')",2
"('보내다', '좋아하다')",2
"('믿다', '보내다')",2
"('식감', '싶다')",2
"('먹다', '식구')",2
"('좋아하다', '초석')",2
"('나오다', '한식')",2
"('시장', '좋아하다')",2
"('보다', '추천')",2
"('단양', '자다')",2
"('맛', '초석')",2
"('늘다', '시장')",2
"('깔끔하다', '적다')",2
"('시장', '알다')",2
"('양', '적다')",2
"('궁채', '봣')",2
"('궁채', '맵다')",2
"('만족스럽다', '맛있다')",2
"('고기랑', '식감')",2
"('양념', '처음')",2
"('싶다', '자다')",2
"('양념', '어울리다')",2
"('삼은', '양념')",2
"('궁', '양념')",2
"('식감', '오도독')",2
"('주문', '콤달콤')",2
"('괜찮다', '입맛')",2
"('맛있다', '진짜진짜')",2
"('맛', '택배')",2
"('매콤', '먹다')",2
"('짜지다', '콤달콤')",2
"('저번', '좋다')",2
"('먹다', '버리다')",2
"('양념', '요건')",2
"('빨갛다', '양념')",2
"('양념', '채다')",2
"('라면', '맛있다')",2
"('양념', '울리다')",2
"('구매', '궁')",2
"('궁', '삼은')",2
"('궁', '어울리다')",2
"('밑반찬', '없다')",2
"('궁', '반찬')",2
"('궁', '처음')",2
"('궁', '요건')",2
"('궁', '빨갛다')",2
"('맛', '역시')",2
"('고기', '장아찌')",2
"('굽다', '맛있다')",2
"('궁', '울리다')",2
"('느끼하다', '보고')",2
"('검색', '장아찌')",2
"('궁채', '파다')",2
"('느끼하다', '맛있다')",2
"('맛있다', '벌써')",2
"('고기', '집')",2
"('먹다', '지인')",2
"('괜찮다', '비닐')",2
"('궁채', '알다')",2
"('나다', '주문')",2
"('먹다', '요즘')",2
"('까다롭다', '맛있다')",2
"('생각나다', '주문')",2
"('빠르다', '포장')",2
"('없다', '좋아하다')",2
"('먹다', '서운하다')",2
"('궁채', '통해')",2
"('고기', '재주')",2
"('금방', '좋다')",2
"('보고', '재주')",2
"('고기', '느끼하다')",2
"('깔끔하다', '배송')",2
"('알다', '없다')",2
"('드리다', '선물')",2
"('상품', '포장')",2
"('떨어지다', '좋다')",2
"('매콤', '좋다')",2
"('고기', '궁합')",2
"('맛', '상품')",2
"('나다', '좋아하다')",2
"('보고', '평소')",2
"('넉넉하다', '양도')",2
"('괜찮다', '자다')",2
"('보고', '음식')",2
"('만', '맛있다')",2
"('사람', '한번')",2
"('엄마', '장아찌')",2
"('떨어지다', '미리')",2
"('맛있다', '해도')",2
"('식감', '잠')",2
"('그냥', '맛')",2
"('식초', '좋다')",2
"('보다', '살짝')",2
"('떨어지다', '쟁')",2
"('개인', '좋다')",2
"('사먹다', '집')",2
"('단무지', '맛있다')",2
"('보고', '포장')",2
"('고기', '배송')",2
"('만족하다', '포장')",2
"('단무지', '떨어지다')",2
"('넣다', '좋아하다')",2
"('보고', '설')",2
"('반찬', '최고')",2
"('고기', '빠르다')",2
"('반찬', '사먹다')",2
"('놓다', '떨어지다')",2
"('믿다', '장아찌')",2
"('믿다', '후기')",2
"('반찬', '설')",2
"('무치다', '양념')",2
"('반찬', '짜지다')",2
"('괜찮다', '짜다')",2
"('서운하다', '없다')",2
"('맛', '설')",2
"('먹다', '식당')",2
"('고기', '재')",2
"('궁채', '역시')",2
"('번', '사다')",2
"('아버지', '좋아하다')",2
"('보고', '부모님')",2
"('잇다', '해')",2
"('번', '직접')",2
"('배송', '콤달콤')",2
"('검색', '보고')",2
"('먹다', '일품')",2
"('밥', '짜지다')",2
"('꼼꼼하다', '만족하다')",2
"('먹다', '직접')",2
"('뺏다', '좋다')",2
"('살짝', '장아찌')",2
"('맛있다', '아버지')",2
"('그냥', '자주')",2
"('나물', '주문')",2
"('식당', '주문')",2
"('괜찮다', '주문')",2
"('간이', '궁채')",2
"('재주', '주문')",2
"('간이', '먹다')",2
"('자주', '집')",2
"('김밥', '떨어지다')",2
"('떨어지다', '밑반찬')",2
"('맛', '신다')",2
"('넣다', '살짝')",2
"('번', '추천')",2
"('다시', '배송')",2
"('김치', '맛있다')",2
"('맞다', '배송')",2
"('자알', '중')",2
"('쓰다', '자알')",2
"('궁채', '사먹다')",2
"('김밥', '미리')",2
"('맛있다', '제품')",2
"('살짝', '식감')",2
"('김밥', '놓다')",2
"('남다', '넣다')",2
"('쓰다', '중')",2
"('가끔', '장아찌')",2
"('물다', '주문')",2
"('김밥', '식감')",2
"('맞다', '빠르다')",2
"('잠', '좋아하다')",2
"('나오다', '장아찌')",2
"('양념', '자주')",2
"('맛', '음식')",2
"('달', '입맛')",2
"('가끔', '맛있다')",2
"('살짝', '양념')",2
"('맛있다', '해')",2
"('그냥', '양념')",2
"('양념', '집')",2
"('좋아하다', '후기')",2
"('배송', '아주')",2
"('김밥', '쟁')",2
"('구매', '추천')",2
"('먹다', '앞')",2
"('넣다', '만들다')",2
"('다시', '빠르다')",2
"('넣다', '아깝다')",2
"('꼼꼼하다', '주문')",2
"('식당', '장아찌')",2
"('김밥', '살짝')",2
"('대신', '먹다')",2
"('김밥', '맛')",2
"('고기', '사먹다')",2
"('궁채', '씹히다')",2
"('장아찌', '찾다')",2
"('보다', '찾다')",2
"('반찬', '오도독')",2
"('간도', '궁채')",2
"('가끔', '주문')",2
"('맵다', '주문')",2
"('무', '잠')",2
"('간이', '장아찌')",2
"('궁채', '빠르다')",2
"('미치다', '보다')",2
"('미치다', '장아찌')",2
"('분', '주문')",2
"('사먹다', '장아찌')",2
"('맛', '잠')",2
"('김밥', '밑반찬')",2
"('뺏다', '하니')",2
"('보내다', '좋다')",2
"('꼼꼼하다', '자다')",2
"('고깃집', '식감')",2
"('좋아하다', '청양고추')",2
"('꼼꼼하다', '콤달콤')",2
"('먹다', '설')",2
"('지인', '짜지다')",2
"('곳', '넣다')",2
"('싶다', '장아찌')",2
"('김밥', '쌀때')",2
"('곳', '김밥')",2
"('끝', '맛있다')",2
"('개', '좋아하다')",2
"('개', '딸')",2
"('보다', '통')",2
"('개운하다', '주문')",2
"('부모님', '후기')",2
"('엄마', '입맛')",2
"('끝', '주문')",2
"('꼼꼼하다', '보고')",2
"('귀찮다', '먹다')",2
"('먹다', '입가심')",2
"('맛', '짜다')",2
"('엄마', '없다')",2
"('재주', '지다')",2
"('궁채', '명')",2
"('자르다', '좋다')",2
"('물다', '지다')",2
"('좋다', '콤달콤')",2
"('맵다', '청양고추')",2
"('사다', '좋다')",2
"('먹다', '전')",2
"('물다', '한번')",2
"('듯', '맛있다')",2
"('고기', '서운하다')",2
"('식감', '지인')",2
"('듯', '먹다')",2
"('지다', '한번')",2
"('맛', '자르다')",2
"('싶다', '좋아하다')",2
"('먹다', '아들')",2
"('먹다', '초딩')",2
"('고기랑', '입맛')",2
"('입맛', '초딩')",2
"('반찬', '보고')",2
"('맛있다', '맵다')",2
"('류', '보다')",2
"('반찬', '식감')",2
"('리뷰', '보고')",2
"('맛있다', '초딩')",2
"('만족하다', '좋다')",2
"('먹다', '입')",2
"('좋다', '팩')",2
"('드리다', '좋다')",2
"('맛있다', '지인')",2
"('입가심', '좋다')",2
"('사다', '자르다')",2
"('넣다', '배송')",2
"('싶다', '짜지다')",2
"('가다', '사다')",2
"('자다', '짜지다')",2
"('남다', '통')",2
"('가성', '비')",2
"('아삭거리다', '좋다')",2
"('좋다', '초석')",2
"('맛있다', '분')",2
"('먹다', '저녁')",2
"('다시', '맛')",2
"('깔끔하다', '입맛')",2
"('입맛', '재')",2
"('돋다', '입맛')",2
"('보고', '사다')",2
"('돋다', '맛')",2
"('만', '맛')",2
"('먹다', '인터넷')",2
"('맛있다', '무')",2
"('먹다', '판매')",2
"('반찬', '아버지')",2
"('깔끔하다', '아주')",2
"('잠', '좋다')",2
"('역시', '장아찌')",2
"('때문', '맛있다')",2
"('역시', '좋아하다')",2
"('물다', '자다')",2
"('김치', '주문')",2
"('깔끔하다', '자다')",2
"('검색', '고깃집')",2
"('먹다', '모르다')",2
"('날', '맛')",2
"('맛있다', '저녁')",2
"('자다', '첨가')",2
"('맛있다', '수')",2
"('넣다', '청양고추')",2
"('배송', '입맛')",2
"('자주', '좋아하다')",2
"('배송', '하루')",2
"('맛있다', '하루')",2
"('걸', '맛있다')",2
"('도둑', '맛')",2
"('주문', '지다')",2
"('맛있다', '첨가')",2
"('도둑', '맛있다')",2
"('먹다', '수')",2
"('구매', '번창')",2
"('곳', '구매')",2
"('구매', '김밥')",2
"('도둑', '좋다')",2
"('수', '주문')",2
"('가격', '아주')",2
"('아끼다', '자다')",2
"('맛있다', '아끼다')",2
"('감사하다', '항상')",2
"('맛있다', '예정')",2
"('걸', '주문')",2
"('떨어지다', '맛')",2
"('밥', '보다')",2
"('그렇다', '맛')",2
"('고기랑', '먹기')",2
"('궁채', '담그다')",2
"('밀폐', '포장')",2
"('맛있다', '상큼')",2
"('달다', '좋다')",2
"('가족', '구매')",2
"('놓다', '맛')",2
"('궁채', '맛집')",2
"('궁채', '자주')",2
"('맛있다', '씻다')",2
"('반찬', '포장')",2
"('두다', '맛있다')",2
"('덜다', '맛있다')",2
"('알다', '주문')",2
"('먹다', '이제')",2
"('간도', '통')",2
"('달다', '먹다')",2
"('알다', '장아찌')",2
"('맛있다', '자르다')",2
"('구매', '사서')",2
"('내다', '좋다')",2
"('리뷰', '좋다')",2
"('밥', '주문')",2
"('씹히다', '좋다')",2
"('궁채', '신맛')",2
"('깔끔하다', '장아찌')",2
"('굿', '좋다')",2
"('감칠맛', '강하다')",2
"('간장', '짜다')",2
"('짜다', '추가')",2
"('먹다', '씻다')",2
"('늘다', '장아찌')",2
"('맛있다', '아니다')",2
"('아니다', '자다')",2
"('보다', '아주')",2
"('좋아하다', '짱아찌')",2
"('곳', '주문')",2
"('배송', '진짜')",2
"('반찬', '아주')",2
"('늘다', '주문')",2
"('계속', '곳')",2
"('맛있다', '해봤다')",2
"('무치다', '주문')",2
"('늘다', '좋아하다')",2
"('무치다', '보다')",2
"('구매', '잠')",2
"('주문', '추천')",2
"('간장', '주문')",2
"('먹다', '스파게티')",2
"('구매', '물')",2
"('늘다', '좋다')",2
"('정말', '좋아하다')",2
"('믿다', '짜지다')",2
"('용기', '포장')",2
"('절임', '좋다')",2
"('끝', '먹다')",2
"('단', '먹다')",2
"('없다', '짜지다')",2
"('맛', '뺏다')",2
"('간장', '절임')",2
"('장아찌', '추가')",2
"('먹다', '일주일')",2
"('보다', '자주')",2
"('간이', '짜다')",2
"('신맛', '좋다')",2
"('무치다', '추가')",2
"('배송', '빨')",2
"('고기', '반찬')",2
"('내다', '맛있다')",2
"('리뷰', '많다')",2
"('담그다', '식감')",2
"('유리', '좋아하다')",2
"('달다', '짜지다')",2
"('리뷰', '맛')",2
"('강하다', '리뷰')",2
"('맛', '맛집')",2
"('용기', '자다')",2
"('먹다', '잇다')",2
"('맛', '적당하다')",2
"('장아찌', '후기')",2
"('덜다', '짜다')",2
"('알다', '좋아하다')",2
"('놓다', '먹다')",2
"('아주', '좋아하다')",2
"('늘다', '알다')",2
"('궁채', '자르다')",2
"('밥', '포장')",2
"('봣', '좋다')",2
"('아깝다', '장아찌')",2
"('삼겹살', '식감')",2
"('적당하다', '주문')",2
"('장아찌', '중국산')",2
"('먹다', '씹히다')",2
"('구매', '해봤다')",2
"('맛', '싶다')",2
"('먹다', '신맛')",2
"('달다', '식감')",2
"('구매', '짜다')",2
"('도착', '맛있다')",2
"('적당하다', '짜지다')",2
"('주문', '짜다')",2
"('맛있다', '음식')",2
"('자주', '추가')",2
"('무치다', '아삭거리다')",2
"('대신', '아주')",2
"('떨어지다', '먹다')",2
"('식감', '추천')",2
"('그렇다', '맛있다')",2
"('보다', '항상')",2
"('장아찌', '항상')",2
"('김밥', '대신')",2
"('단무지', '쟁')",2
"('간도', '맛')",2
"('놓다', '쟁')",2
"('맛집', '먹다')",2
"('맛', '무치다')",2
"('간도', '맞다')",2
"('딸', '주문')",2
"('맛', '빠르다')",2
"('대신', '살짝')",2
"('메뉴', '주문')",2
"('아삭거리다', '짜다')",2
"('보다', '입맛')",2
"('드리다', '통')",2
"('먹다', '비교')",2
"('밑반찬', '아주')",2
"('단골', '먹다')",2
"('달달', '아주')",2
"('미리', '쟁')",2
"('딱이다', '좋다')",2
"('간도', '보다')",2
"('주문', '해')",2
"('맛', '삼겹살')",2
"('밑반찬', '쟁')",2
"('맛', '어른')",2
"('김밥', '양념')",2
"('단', '맛있다')",2
"('물', '좋다')",2
"('괜찮다', '밥')",2
"('맛', '약하다')",2
"('빠르다', '식감')",2
"('다르다', '맛있다')",2
"('단무지', '밑반찬')",2
"('부모님', '친정')",2
"('보다', '없다')",2
"('다르다', '장아찌')",2
"('드리다', '맛')",2
"('맛있다', '비교')",2
"('단', '짜다')",2
"('보다', '비교')",2
"('보다', '상태')",2
"('놓다', '밑반찬')",2
"('궁채', '기대하다')",2
"('꼼꼼하다', '맛')",2
"('구매', '무치다')",2
"('나다', '자다')",2
"('궁채', '나오다')",2
"('설', '좋다')",2
"('맛', '평소')",2
"('꼼꼼하다', '해')",2
"('궁채', '씹다')",2
"('믿다', '정말')",2
"('두통', '번')",2
"('놓다', '단무지')",2
"('오도독', '장아찌')",2
"('아주', '적당하다')",2
"('밥', '입맛')",2
"('딱이다', '짜지다')",2
"('아삭거리다', '아주')",2
"('맛있다', '저번')",2
"('단무지', '미리')",2
"('없다', '유리')",2
"('단무지', '먹다')",2
"('놓다', '미리')",2
"('입맛', '짜지다')",2
"('담', '장아찌')",2
"('달달', '적당하다')",2
"('궁채', '그렇다')",2
"('간도', '자다')",2
"('정말', '주문')",2
"('다시', '좋다')",2
"('장아찌', '평소')",2
"('식감', '의사')",2
"('먹다', '아삭거리다')",2
"('꼼꼼하다', '듯')",1
"('금방', '장아찌')",1
"('고추', '금방')",1
"('걱정', '지다')",1
